pdb id,rna frac,structure type,lig type,lig mass,site frac,elements,grid size
6D8A,0,1,0,1,0,1,0
4FAW,1,1,0,1,0,1,0
1D9D,0,0,0,1,0,1,0
3GX6,1,1,1,1,1,1,1
4FVU,0,1,0,0,0,1,1
5VVS,0,0,0,1,0,1,0
6VEM,1,1,0,0,0,0,1
6E8T,1,1,1,1,1,1,0
1NTB,1,1,1,1,1,1,1
3BNQ,1,1,1,1,1,0,1
6ZXZ,1,1,0,0,0,1,1
6O75,0,1,0,0,0,1,0
4C4W,0,1,0,0,0,1,0
3CQS,1,1,0,0,0,1,0
6DOD,0,1,0,1,0,1,1
3HHN,1,0,0,0,0,1,0
3K1V,1,1,1,0,0,1,1
3EPH,0,1,0,0,0,1,0
6VRD,0,1,0,0,0,1,1
5NZ3,1,1,1,0,0,0,1
1D4R,1,1,0,0,0,1,0
6O7H,0,1,1,0,0,1,0
3MUT,1,1,1,1,1,1,1
2HO6,1,1,0,0,0,1,0
6TW1,0,0,0,1,0,1,0
2XDB,0,1,0,1,0,1,1
3T4B,1,1,0,0,0,1,0
3O8C,0,1,0,0,0,0,0
3NKB,1,1,0,1,0,1,1
3G9Y,0,0,0,0,0,1,1
4QKA,1,1,1,1,1,1,0
3F30,1,0,0,1,0,1,1
4YOE,0,1,0,0,0,1,1
2NZ4,1,1,1,1,1,1,0
4M4O,1,1,0,0,0,1,0
2OJ3,1,1,0,0,0,1,0
7A3Y,1,1,1,1,1,1,1
5ELX,0,1,0,1,0,1,0
2KU0,1,1,1,1,1,1,1
3SLQ,1,1,1,1,1,1,0
5ME1,1,1,0,0,0,1,0
3KTW,1,1,0,0,0,1,0
6X5M,0,1,0,0,0,1,0
5Y36,0,1,0,1,0,1,0
5W66,0,0,0,1,0,1,0
7A9N,1,1,0,0,0,1,1
6CAS,1,1,1,1,1,1,0
6CHR,1,1,0,1,0,1,0
3B4C,1,1,1,1,1,1,0
5UZA,1,1,1,0,0,1,1
3GTO,0,0,0,1,0,1,0
6TED,0,0,0,1,0,1,0
1AV6,0,0,0,1,0,1,0
6CVQ,0,1,1,1,0,1,1
6U89,1,1,1,1,1,1,1
2ZJP,1,1,0,0,0,1,0
4R0D,1,1,0,1,0,1,0
2IHX,1,1,0,0,0,1,1
6JIM,0,1,0,1,0,1,0
4LF8,1,1,1,1,1,1,0
4WTA,0,0,0,1,0,1,0
3LWR,0,1,0,0,0,1,0
6ZUO,0,1,0,0,0,1,0
2ZH7,0,1,0,0,0,1,1
4IOA,1,1,1,0,0,1,0
3SKT,1,1,1,1,1,1,1
6DN3,1,0,0,1,0,1,1
3CCM,1,1,0,0,0,1,0
6LAU,1,1,1,1,1,0,0
1DQF,1,1,0,0,0,1,1
6OZN,0,1,1,1,0,1,1
6SAG,0,1,0,0,0,1,0
6KWR,0,0,0,1,0,1,0
4OJI,1,1,0,1,0,1,1
6UQ0,0,0,0,1,0,1,0
6XH8,0,0,0,1,0,1,0
4BPB,0,1,0,0,0,1,1
6SAE,0,1,0,0,0,1,0
6F41,0,0,0,1,0,1,0
3CGQ,1,1,0,0,0,1,1
7OF0,0,0,0,0,0,1,0
6D8N,1,1,0,0,0,1,0
4K4U,0,0,0,0,0,1,0
5AY4,1,1,0,0,0,0,1
6DOW,0,1,0,1,0,1,1
5U9B,0,1,0,0,0,1,1
7D7Y,1,1,1,1,1,1,1
3DD2,0,1,0,1,0,1,1
1Y90,1,1,0,0,0,0,0
2FMT,0,1,0,0,0,1,0
2O5J,0,0,0,1,0,1,0
4A36,0,1,0,0,0,0,0
6BM4,0,0,0,1,0,1,0
5LMV,1,1,0,0,0,1,0
2DLC,0,1,1,1,0,1,0
2VQE,1,1,1,1,1,1,0
3MJ3,1,1,0,0,0,1,1
4OHY,0,1,0,1,0,1,1
5U33,0,1,0,1,0,1,0
7ELA,0,0,0,0,0,1,0
4K50,0,0,0,0,0,1,0
1XJR,1,1,0,0,0,1,0
1JZY,1,1,1,0,0,1,0
5W51,0,0,0,1,0,1,0
6O7I,0,1,1,0,0,1,0
5NEQ,1,1,1,0,0,0,1
4PWD,0,0,0,1,0,1,0
1PJO,1,1,0,1,0,1,1
1NWY,1,1,1,0,0,1,0
6T3R,1,1,0,1,0,1,0
4B3T,1,1,1,0,0,1,0
3AMU,0,1,1,1,0,1,0
6SWC,0,1,0,1,0,1,0
3JCM,0,0,0,1,0,1,0
6HAK,0,0,0,0,0,1,0
6DMC,1,1,1,1,1,1,0
6C6T,0,0,0,1,0,1,0
5JRC,0,1,0,0,0,1,0
5T7B,0,1,1,0,0,1,0
6KR6,0,1,0,0,0,1,1
5DH8,1,1,0,1,0,1,1
6U6Y,0,1,0,1,0,1,0
3I5X,0,1,0,1,0,1,0
3GTM,0,0,0,1,0,1,0
3M4O,0,0,0,1,0,0,0
1F1T,1,1,1,1,1,0,0
5BR8,1,1,1,1,1,1,0
6TQB,0,1,0,0,0,1,1
6PPK,1,1,0,1,0,1,0
6VMY,1,1,0,0,0,1,0
1B23,0,1,0,1,0,1,1
3JXQ,1,1,0,0,0,1,1
2E2J,0,0,0,1,0,1,0
2O45,1,1,1,0,0,1,0
2EZ6,0,1,0,0,0,1,1
6HU6,1,1,0,0,0,1,1
4YLP,0,0,0,1,0,1,0
469D,1,1,0,0,0,1,1
6Y0T,1,1,0,0,0,1,1
6DPM,0,1,0,1,0,1,1
6X2F,0,0,0,1,0,1,0
3MIJ,1,1,1,0,0,1,1
5JEA,0,1,0,0,0,1,0
6DPD,0,1,0,1,0,1,1
2MIY,1,1,1,0,0,1,1
6TF0,1,1,1,1,1,0,1
5XOW,0,1,0,1,0,1,0
3M85,0,1,0,0,0,1,0
5FKF,1,1,1,1,1,1,1
2IY5,0,1,1,1,0,1,0
4WC4,0,0,0,1,0,1,0
5DET,0,1,0,0,0,1,0
1WVD,1,1,0,0,0,1,0
6H61,0,1,0,0,0,1,0
3CXC,1,1,1,1,1,1,0
4JV5,1,1,1,1,1,1,0
1ZFT,1,1,1,1,1,1,0
1EUQ,0,1,1,1,0,1,1
5EEZ,0,0,0,0,0,1,1
2HOJ,1,1,1,1,1,1,0
6HAU,0,1,0,0,0,1,1
6E1W,1,1,1,0,0,1,1
3UD4,1,1,0,0,0,1,1
6M6S,0,1,0,1,0,1,1
6DOC,0,1,0,1,0,1,1
6DMD,1,1,1,1,1,1,0
2JEA,0,1,0,1,0,1,0
6UV3,0,1,0,1,0,1,0
